carat,cut,color,clarity,depth,table,price,x,y,z,preis_log10,volume,price_high
1.16,Ideal,I,SI2,62.4,55,3800,6.76,6.69,4.2,3.57978359661681,189.94248000000002,FALSE
0.91,Ideal,E,SI2,62.2,57,3800,6.2,6.24,3.87,3.57978359661681,149.72256000000002,FALSE
0.9,Premium,E,SI1,62.3,61,3800,6.17,6.12,3.83,3.57978359661681,144.622332,FALSE
0.78,Very Good,D,VS1,63.2,58,3800,5.87,5.81,3.69,3.57978359661681,125.846343,FALSE
0.9,Good,E,SI1,63.8,56,3800,6.12,6.05,3.88,3.57978359661681,143.66088,FALSE
1.01,Premium,E,SI2,60.4,57,3801,6.53,6.49,3.93,3.5798978696031036,166.552221,FALSE
0.9,Good,G,VS2,64,59,3801,6.04,6.08,3.88,3.5798978696031036,142.48601599999998,FALSE
0.71,Ideal,D,VS1,62.1,57,3801,5.7,5.73,3.55,3.5798978696031036,115.94655,FALSE
1,Good,F,SI2,63.4,60,3801,6.28,6.33,4,3.5798978696031036,159.0096,FALSE
1.01,Fair,E,SI2,60,60,3801,6.48,6.38,3.86,3.5798978696031036,159.58166400000002,FALSE
1.01,Ideal,J,SI2,61.6,55,3801,6.5,6.45,3.99,3.5798978696031036,167.28075,FALSE
1.01,Fair,I,VS1,64.9,56,3801,6.29,6.2,4.07,3.5798978696031036,158.72186000000002,FALSE
1.02,Fair,I,SI2,65.5,57,3802,6.19,6.24,4.07,3.5800121125294244,157.20619200000004,FALSE
0.9,Very Good,F,SI2,61.8,60,3803,6.13,6.14,3.79,3.5801263254115825,142.648778,FALSE
0.9,Premium,F,SI2,59.9,59,3803,6.32,6.27,3.77,3.5801263254115825,149.391528,FALSE
0.9,Premium,F,SI2,58.9,59,3803,6.31,6.26,3.7,3.5801263254115825,146.15222,FALSE
0.85,Premium,E,VS2,60.2,60,3803,6.14,6.09,3.68,3.5801263254115825,137.60476799999998,FALSE
0.9,Premium,E,SI2,60.1,62,3804,6.28,6.24,3.76,3.5802405082653763,147.343872,FALSE
0.9,Ideal,E,SI2,62.1,56,3804,6.25,6.19,3.86,3.5802405082653763,149.33375,FALSE
0.74,Ideal,H,VVS1,61.1,56,3804,5.84,5.91,3.59,3.5802405082653763,123.906696,FALSE
1.11,Premium,G,SI2,62.5,57,3804,6.54,6.49,4.07,3.5802405082653763,172.749522,FALSE
1.08,Premium,I,SI2,62.7,57,3805,6.57,6.53,4.11,3.5803546611065915,176.32763100000003,FALSE
0.9,Good,D,SI2,62.3,58,3806,6.05,6.27,3.84,3.5804687839510017,145.66463999999996,FALSE
0.9,Very Good,D,SI2,61,59,3806,6.14,6.18,3.76,3.5804687839510017,142.67395199999999,FALSE
0.9,Good,D,SI2,63.8,58,3806,6.09,6.13,3.9,3.5804687839510017,145.59363,FALSE
0.79,Very Good,F,VS1,61,55,3806,6.01,6.03,3.67,3.5804687839510017,133.00190099999998,FALSE
0.9,Fair,G,VS1,65.7,58,3806,6.02,5.97,3.94,3.5804687839510017,141.601236,FALSE
0.61,Good,F,SI2,62.5,65,3807,5.36,5.29,3.33,3.580582876814367,94.420152,FALSE
0.71,Very Good,E,VVS1,63,57,3808,5.66,5.7,3.58,3.580696939712437,115.49796,FALSE
1,Premium,G,SI2,61.8,58,3808,6.44,6.4,3.97,3.580696939712437,163.62752000000003,FALSE
0.9,Ideal,E,SI2,62.6,57,3808,6.13,6.2,3.86,3.580696939712437,146.70316,FALSE
0.84,Very Good,D,SI1,59.2,59,3809,6.18,6.21,3.67,3.580810972660946,140.846526,FALSE
1.04,Very Good,J,SI2,63.5,59,3810,6.37,6.42,4.06,3.5809249756756194,166.035324,FALSE
0.9,Very Good,H,VS2,61.6,63,3810,6.14,6.1,3.77,3.5809249756756194,141.20157999999998,FALSE
1.08,Very Good,J,SI2,63.2,59,3810,6.57,6.4,4.1,3.5809249756756194,172.39679999999998,FALSE
0.9,Premium,H,VS2,62.8,58,3810,6.17,6.13,3.86,3.5809249756756194,145.993306,FALSE
0.9,Premium,H,VS2,63,61,3810,6.14,6.05,3.84,3.5809249756756194,142.64448,FALSE
1,Ideal,I,SI2,60.9,57,3811,6.43,6.47,3.93,3.581038948772167,163.496253,FALSE
0.78,Ideal,D,VS2,61.9,56,3811,5.89,5.91,3.65,3.581038948772167,127.056135,FALSE
1.02,Good,F,SI2,63.3,61,3811,6.28,6.32,3.99,3.581038948772167,158.36150400000002,FALSE
0.74,Ideal,D,VS1,61.3,57,3812,5.8,5.84,3.57,3.5811528919662887,120.92304,FALSE
0.53,Ideal,D,IF,62.2,55,3812,5.17,5.19,3.22,3.5811528919662887,86.400006,FALSE
0.9,Very Good,D,SI1,62.4,63,3812,6.13,6.04,3.8,3.5811528919662887,140.69575999999998,FALSE
0.93,Good,D,SI1,63.8,59,3812,6.21,6.15,3.94,3.5811528919662887,150.47451,FALSE
0.8,Premium,F,VS1,60.5,59,3813,6,6.03,3.64,3.5812668052736707,131.6952,FALSE
0.74,Ideal,D,VS1,61.7,55,3813,5.79,5.85,3.59,3.5812668052736707,121.59868499999999,FALSE
0.73,Fair,E,VVS2,57.4,59,3813,5.99,5.95,3.43,3.5812668052736707,122.24691500000002,FALSE
1.05,Very Good,E,SI2,62.2,59,3816,6.44,6.51,4.03,3.5816083660320577,168.955332,FALSE
0.93,Premium,H,SI1,61.8,59,3816,6.23,6.27,3.86,3.5816083660320577,150.779706,FALSE
1.05,Fair,D,SI2,65.4,59,3816,6.3,6.24,4.1,3.5816083660320577,161.17919999999998,FALSE
0.72,Ideal,F,VVS2,61.2,56,3816,5.78,5.81,3.55,3.5816083660320577,119.21539,FALSE
0.9,Good,G,SI1,64.1,59.4,3816,6.04,6.08,3.88,3.5816083660320577,142.48601599999998,FALSE
1.01,Fair,G,SI2,59.8,66,3816,6.42,6.48,3.86,3.5816083660320577,160.582176,FALSE
0.91,Premium,G,SI1,62.2,57,3816,6.17,6.12,3.82,3.5816083660320577,144.24472799999998,FALSE
0.91,Fair,H,SI1,64.7,56,3816,6.1,6.07,3.94,3.5816083660320577,145.88638,FALSE
0.92,Very Good,G,SI1,61.5,60,3817,6.19,6.26,3.83,3.581722159949099,148.410202,FALSE
0.79,Ideal,D,VS2,61.3,57,3818,5.95,6,3.66,3.581835924057648,130.662,FALSE
0.9,Very Good,D,SI2,63.2,57,3818,6.08,6.1,3.85,3.581835924057648,142.7888,FALSE
1.01,Ideal,J,SI1,62.9,56,3818,6.4,6.35,4.01,3.581835924057648,162.9664,FALSE
1.01,Premium,I,SI2,62.6,55,3818,6.43,6.38,4.01,3.581835924057648,164.50383399999998,FALSE
0.95,Premium,I,VS2,62.9,57,3818,6.24,6.19,3.91,3.581835924057648,151.02609600000002,FALSE
1.01,Premium,I,SI2,61.7,60,3818,6.4,6.34,3.93,3.581835924057648,159.46368,FALSE
1,Good,E,SI2,63.7,61,3819,6.27,6.32,4.01,3.581949658373318,158.901864,FALSE
1,Fair,H,VS2,64.8,55,3819,6.35,6.28,4.09,3.581949658373318,163.10102,FALSE
1,Premium,H,VS2,59.8,56,3819,6.5,6.48,3.88,3.581949658373318,163.4256,FALSE
1,Good,H,VS2,63.9,57,3819,6.32,6.26,4.02,3.581949658373318,159.044064,FALSE
0.9,Ideal,I,VS2,62.6,54.3,3820,6.14,6.17,3.86,3.582063362911709,146.231468,FALSE
0.76,Ideal,F,VS1,61.9,55,3820,5.88,5.84,3.63,3.582063362911709,124.65129599999999,FALSE
0.85,Ideal,D,VS2,61.9,55,3821,6.07,6.14,3.78,3.582177037688409,140.879844,FALSE
1.02,Premium,G,SI2,62.3,58.1,3822,6.41,6.38,4,3.582290682718994,163.5832,FALSE
0.75,Premium,F,VVS2,62.4,57,3822,5.88,5.75,3.63,3.582290682718994,122.7303,FALSE
1.05,Premium,J,VS1,62.7,61,3822,6.58,6.49,4.09,3.582290682718994,174.660178,FALSE
1.05,Premium,H,SI2,63,57,3822,6.47,6.42,4.06,3.582290682718994,168.64184399999996,FALSE
1.05,Good,H,SI2,63.9,56,3822,6.44,6.37,4.09,3.582290682718994,167.783252,FALSE
0.91,Premium,F,SI2,62.5,56,3822,6.21,6.15,3.86,3.582290682718994,147.41919000000001,FALSE
1.05,Ideal,I,SI1,60.4,57,3822,6.6,6.58,3.98,3.582290682718994,172.84344,FALSE
1.01,Good,I,SI2,62.6,59,3823,6.34,6.43,4,3.582404298019028,163.0648,FALSE
0.92,Very Good,D,SI2,63.3,59,3823,6.18,6.12,3.89,3.582404298019028,147.126024,FALSE
1.03,Premium,G,SI2,63,60,3824,6.39,6.35,4.01,3.5825178836040625,162.71176499999999,FALSE
0.94,Premium,E,SI2,60.4,59,3825,6.34,6.37,3.84,3.5826314394896364,155.08147200000002,FALSE
1.08,Ideal,G,SI2,62.7,54,3825,6.63,6.57,4.14,3.5826314394896364,180.33467399999998,FALSE
0.91,Ideal,J,VVS2,60.2,57,3826,6.31,6.34,3.81,3.582744965691277,152.420574,FALSE
1.01,Good,F,SI2,63,60,3827,6.28,6.35,3.98,3.5828584622244994,158.71444,FALSE
0.79,Ideal,E,VS2,62.2,55,3827,5.9,5.97,3.69,3.5828584622244994,129.97287,FALSE
0.77,Ideal,E,SI1,61,56,3827,5.92,5.94,3.62,3.5828584622244994,127.296576,FALSE
1.05,Premium,G,SI2,60.1,60,3828,6.58,6.66,3.98,3.582971929104806,174.414744,FALSE
0.91,Very Good,D,SI2,59.3,60,3828,6.28,6.33,3.74,3.582971929104806,148.673976,FALSE
0.86,Ideal,E,SI2,61.8,57,3828,6.1,6.13,3.78,3.582971929104806,141.34554,FALSE
0.77,Very Good,G,VVS2,62.8,58,3829,5.84,5.78,3.65,3.583085366347688,123.20648,FALSE
0.91,Very Good,G,SI1,63,57,3830,6.14,6.2,3.89,3.583198773968623,148.08452,FALSE
0.9,Very Good,E,SI1,63.2,57,3830,6.15,6.12,3.88,3.583198773968623,146.03544000000002,FALSE
0.7,Ideal,F,VVS1,62.4,55,3830,5.63,5.71,3.54,3.583198773968623,113.80144200000001,FALSE
0.9,Very Good,J,SI1,63.4,59,3830,6.14,6.1,3.88,3.583198773968623,145.32151999999996,FALSE
1,Fair,H,SI1,55.2,64,3830,6.69,6.64,3.68,3.583198773968623,163.471488,FALSE
1.2,Premium,H,SI2,60.9,60,3830,6.91,6.81,4.18,3.583198773968623,196.69867799999997,FALSE
0.9,Premium,E,SI2,61.7,58,3830,6.18,6.11,3.79,3.583198773968623,143.109642,FALSE
0.95,Premium,G,SI2,59.7,61,3830,6.35,6.27,3.77,3.583198773968623,150.100665,FALSE
1.06,Premium,F,SI2,62.6,59,3831,6.47,6.51,4.06,3.5833121519830775,171.00598199999996,FALSE
0.8,Very Good,E,VS1,63.2,54,3831,5.88,5.93,3.73,3.5833121519830775,130.059132,FALSE
0.74,Ideal,G,VVS2,60.7,56,3831,5.9,5.88,3.58,3.5833121519830775,124.19736,FALSE
0.71,Premium,E,VVS1,62.5,57,3831,5.67,5.62,3.53,3.5833121519830775,112.48486199999999,FALSE
1.04,Premium,H,SI2,62.1,58,3832,6.5,6.52,4.04,3.583425500406507,171.21519999999998,FALSE
0.63,Ideal,D,IF,61.2,53,3832,5.55,5.6,3.41,3.583425500406507,105.9828,FALSE
0.76,Very Good,E,VVS2,60.6,59,3833,5.85,5.94,3.57,3.5835388192543522,124.05393000000001,FALSE
1.01,Very Good,I,SI2,61.4,59,3833,6.42,6.45,3.95,3.5835388192543522,163.56555,FALSE
1,Fair,G,SI1,68.2,60,3833,6.02,5.94,4.08,3.5835388192543522,145.895904,FALSE
1.17,Fair,I,SI2,59.2,68,3833,6.91,6.84,4.07,3.5835388192543522,192.36610800000003,FALSE
1,Fair,G,SI1,68.9,56,3833,6.16,6.11,4.23,3.5835388192543522,159.20704800000004,FALSE
1.23,Very Good,H,I1,61.9,60.6,3835,6.79,6.85,4.22,3.583765368285,196.27853,FALSE
1,Good,J,VS2,62,61,3835,6.36,6.45,3.97,3.583765368285,162.85734000000002,FALSE
1,Good,I,SI1,65.2,56,3836,6.21,6.27,4.07,3.583878598498626,158.472369,FALSE
0.91,Very Good,D,SI2,63.9,56,3837,6.06,6.09,3.88,3.5839917991983166,143.192952,FALSE
0.91,Fair,F,VS2,66.8,58,3837,5.95,5.97,3.98,3.5839917991983166,141.37556999999998,FALSE
1.01,Fair,F,SI2,65.2,57,3837,6.33,6.24,4.1,3.5839917991983166,161.94672,FALSE
1.01,Premium,F,SI2,59.2,58,3837,6.5,6.47,0,3.5839917991983166,0,FALSE
0.71,Ideal,D,VS2,61,56,3838,5.76,5.81,3.53,3.5841049703994527,118.13356799999997,FALSE
1.02,Fair,E,SI2,65.3,59,3838,6.28,6.22,4.08,3.5841049703994527,159.371328,FALSE
1.12,Premium,G,SI2,61,60,3838,6.7,6.64,4.07,3.5841049703994527,181.06616000000002,FALSE
0.9,Premium,H,VS1,63,62,3838,6.09,6,3.81,3.5841049703994527,139.2174,FALSE
0.81,Very Good,E,VS2,62.8,57,3839,5.9,5.95,3.72,3.584218112117405,130.59060000000002,FALSE
0.7,Ideal,D,VS1,62.3,55,3840,5.64,5.68,3.53,3.584331224367531,113.08425599999998,FALSE
0.9,Very Good,G,SI1,62,58,3841,6.14,6.18,3.82,3.5844443071651764,144.950664,FALSE
0.9,Ideal,G,SI1,62.6,56,3841,6.16,6.23,3.88,3.5844443071651764,148.901984,FALSE
0.9,Premium,G,VS2,59,58,3841,6.29,6.25,3.7,3.5844443071651764,145.45625,FALSE
0.83,Ideal,F,VS2,61.6,58,3841,6.04,6.07,3.73,3.5844443071651764,136.75224400000002,FALSE
0.9,Very Good,G,SI2,59.8,61,3842,6.32,6.28,3.77,3.584557360525675,149.629792,FALSE
0.9,Very Good,F,SI1,62.8,56,3842,6.11,6.15,3.85,3.584557360525675,144.66952500000002,FALSE
0.74,Ideal,F,VVS2,61.4,56,3842,5.83,5.86,3.59,3.584557360525675,122.648042,FALSE
1.06,Good,I,SI2,58.7,60,3842,6.65,6.71,3.92,3.584557360525675,174.91628000000003,FALSE
1.02,Good,D,SI2,58.9,65,3842,6.59,6.54,3.87,3.584557360525675,166.791582,FALSE
0.92,Good,D,SI2,60.3,61,3843,6.29,6.38,3.82,3.584670384464349,153.297364,FALSE
0.9,Very Good,I,VS1,62.6,58,3844,6.09,6.15,3.83,3.584783378996508,143.446905,FALSE
1.04,Good,J,VS2,57.4,60,3844,6.76,6.72,3.87,3.584783378996508,175.803264,FALSE
0.91,Ideal,G,SI2,60.8,57,3844,6.28,6.22,3.81,3.584783378996508,148.824696,FALSE
0.93,Ideal,H,SI1,62,55,3844,6.32,6.29,3.91,3.584783378996508,155.433448,FALSE
0.74,Ideal,F,VS1,61.7,56,3845,5.79,5.87,3.6,3.5848963441374497,122.35427999999999,FALSE
0.91,Premium,F,SI2,59.1,60,3845,6.36,6.3,3.74,3.5848963441374497,149.85432,FALSE
1.11,Good,J,SI1,63.6,58,3846,6.48,6.57,4.15,3.585009279902461,176.68044000000003,FALSE
0.83,Ideal,H,VVS1,63.4,56,3846,5.96,5.99,3.79,3.585009279902461,135.304516,FALSE
0.91,Premium,E,SI2,61.6,60,3846,6.14,6.1,3.77,3.585009279902461,141.20157999999998,FALSE
1.08,Very Good,F,SI2,63.4,55,3847,6.53,6.5,4.13,3.5851221863068155,175.29784999999998,FALSE
0.9,Fair,D,SI2,64.6,59,3847,6.04,6.01,3.89,3.5851221863068155,141.208556,FALSE
1.06,Premium,I,SI2,61.5,58,3847,6.59,6.55,4.04,3.5851221863068155,174.38458,FALSE
0.91,Premium,D,SI2,62.7,59,3848,6.17,6.21,3.88,3.5852350633657752,148.664916,FALSE
0.91,Very Good,D,SI2,62.3,57,3848,6.14,6.22,3.85,3.5852350633657752,147.03457999999998,FALSE
0.91,Good,D,SI2,63.8,58,3848,6.04,6.09,3.87,3.5852350633657752,142.352532,FALSE
0.9,Very Good,F,SI1,63.6,58,3848,6.08,6.12,3.88,3.5852350633657752,144.373248,FALSE
1.08,Ideal,I,SI2,61.9,55,3849,6.58,6.61,4.08,3.585347911094591,177.454704,FALSE
0.72,Ideal,G,VVS2,61.9,57,3849,5.72,5.75,3.55,3.585347911094591,116.7595,FALSE
1,Good,I,SI1,63.8,58,3850,6.28,6.32,4.02,3.5854607295085006,159.55219200000002,FALSE
1,Very Good,H,SI2,60.2,61,3850,6.44,6.48,3.89,3.5854607295085006,162.33436800000004,FALSE
0.6,Ideal,D,VVS1,62.3,55,3850,5.38,5.4,3.36,3.5854607295085006,97.61471999999999,FALSE
1.01,Good,G,SI2,63.7,58,3852,6.31,6.35,4.03,3.585686278452497,161.47605499999997,FALSE
1.01,Good,G,SI2,62.8,57,3852,6.3,6.34,3.97,3.585686278452497,158.56974,FALSE
1.01,Good,J,SI1,58.8,57,3853,6.57,6.63,3.88,3.5857990090130007,169.009308,FALSE
0.91,Very Good,H,VS2,63.1,59,3853,6.16,6.13,3.88,3.5857990090130007,146.51190400000002,FALSE
0.91,Premium,H,VS2,59.6,60,3853,6.29,6.25,3.74,3.5857990090130007,147.02875,FALSE
1,Premium,F,SI2,61.7,57,3853,6.42,6.35,3.94,3.5857990090130007,160.62197999999998,FALSE
0.9,Very Good,F,SI1,61.7,60,3854,6.19,6.22,3.83,3.5859117103194342,147.461894,FALSE
1.11,Premium,H,SI2,59.3,59,3854,6.8,6.76,4.02,3.5859117103194342,184.79135999999997,FALSE
0.91,Ideal,H,SI2,60.6,57,3854,6.3,6.26,3.81,3.5859117103194342,150.25877999999997,FALSE
0.92,Ideal,H,SI2,60.5,57,3854,6.3,6.29,3.81,3.5859117103194342,150.97887,FALSE
0.91,Good,H,SI1,58.2,59,3855,6.36,6.4,3.71,3.586024382386976,151.01184000000003,FALSE
0.91,Fair,D,SI1,64.4,60,3855,6.08,6.04,3.9,3.586024382386976,143.22047999999998,FALSE
0.73,Very Good,D,VS1,62.2,56,3856,5.72,5.75,3.57,3.5861370252307934,117.4173,FALSE
0.93,Ideal,I,SI1,62.5,55,3856,6.23,6.29,3.91,3.5861370252307934,153.219997,FALSE
1.01,Fair,G,SI2,64.7,58,3856,6.14,6.23,4,3.5861370252307934,153.0088,FALSE
1.02,Premium,I,SI2,61.2,59,3856,6.51,6.46,3.97,3.5861370252307934,166.956762,FALSE
1.02,Premium,J,SI1,63,58,3856,6.44,6.39,4.04,3.5861370252307934,166.252464,FALSE
1.02,Ideal,J,SI1,62.8,54,3856,6.46,6.43,4.05,3.5861370252307934,168.22808999999998,FALSE
1.02,Premium,I,SI2,62,59,3856,6.45,6.42,3.99,3.5861370252307934,165.22191,FALSE
1.02,Good,I,SI2,63.6,56,3856,6.4,6.37,4.06,3.5861370252307934,165.51808,FALSE
0.9,Premium,E,SI2,60.4,59,3856,6.24,6.21,3.76,3.5861370252307934,145.701504,FALSE
0.9,Premium,E,SI2,61.6,59,3856,6.26,6.18,3.83,3.5861370252307934,148.170444,FALSE
1.01,Very Good,E,SI2,59.4,59,3857,6.49,6.51,3.86,3.586249638866042,163.084614,FALSE
1.02,Very Good,J,SI1,62.5,58,3857,6.37,6.43,4,3.586249638866042,163.8364,FALSE
1,Very Good,F,SI2,63.5,55,3858,6.37,6.32,4.03,3.586362223307866,162.241352,FALSE
1,Premium,F,SI2,60.2,62,3858,6.53,6.45,3.91,3.586362223307866,164.68333500000003,FALSE
1,Good,F,SI2,56.7,60,3858,6.62,6.58,3.74,3.586362223307866,162.91290400000003,FALSE
0.74,Ideal,D,VS2,61.8,56,3858,5.79,5.82,3.59,3.586362223307866,120.97510199999999,FALSE
1,Premium,F,SI2,61.7,58,3858,6.36,6.32,3.91,3.586362223307866,157.16323200000002,FALSE
0.96,Ideal,G,SI2,61.7,57,3858,6.35,6.3,3.9,3.586362223307866,156.01949999999997,FALSE
1,Good,F,SI2,59.8,65,3858,6.58,6.43,3.9,3.586362223307866,165.00665999999998,FALSE
1,Premium,F,SI2,59.3,62,3858,6.49,6.43,3.83,3.586362223307866,159.82858099999999,FALSE
1,Premium,F,SI2,60.4,58,3858,6.47,6.44,3.9,3.586362223307866,162.50052,FALSE
0.9,Good,G,VS2,63.9,61,3859,5.97,6.01,3.83,3.5864747785713966,137.419251,FALSE
0.8,Ideal,F,VS1,61.2,56,3860,5.98,6.01,3.67,3.586587304671755,131.899066,FALSE
1,Good,G,SI2,59.7,63,3860,6.43,6.5,3.86,3.586587304671755,161.3287,FALSE
1.04,Premium,I,SI2,62.1,59,3861,6.46,6.52,4.03,3.5866998016240492,169.740376,FALSE
1.08,Fair,E,SI2,64.9,60,3861,6.43,6.39,4.16,3.5866998016240492,170.924832,FALSE
1.04,Premium,G,SI2,62.2,59,3861,6.57,6.49,4.06,3.5866998016240492,173.115558,FALSE
0.79,Ideal,E,VS2,62.2,55,3861,5.97,5.9,3.69,3.5866998016240492,129.97287,FALSE
0.94,Very Good,D,SI2,59,59,3862,6.34,6.41,3.76,3.5868122694433757,152.804144,FALSE
1.21,Fair,H,SI1,69.6,55,3862,6.49,6.42,4.49,3.5868122694433757,187.07944200000003,FALSE
1.21,Fair,H,SI2,65.6,56,3862,6.69,6.59,4.36,3.5868122694433757,192.21975600000002,FALSE
0.9,Very Good,E,SI1,63.6,57,3863,6.08,6.12,3.88,3.5869247081448203,144.373248,FALSE
0.91,Ideal,J,VS1,61.9,56,3863,6.19,6.22,3.85,3.5869247081448203,148.23193,FALSE
1,Premium,H,SI2,61,61,3864,6.31,6.27,3.84,3.587037117743456,151.92460799999998,FALSE
0.78,Ideal,D,VS2,62.2,55,3864,5.87,5.97,3.68,3.587037117743456,128.961552,FALSE
1.12,Ideal,E,SI2,60.9,57,3864,6.66,6.6,4.04,3.587037117743456,177.58223999999998,FALSE
0.76,Ideal,E,VS2,61.6,56,3864,5.85,5.9,3.62,3.587037117743456,124.94430000000001,FALSE
1.12,Very Good,E,SI2,60.9,63,3864,6.65,6.59,4.03,3.587037117743456,176.60870500000001,FALSE
1,Fair,F,SI2,65.5,54,3864,6.2,6.16,4.05,3.587037117743456,154.67759999999998,FALSE
1,Premium,J,VVS2,59.6,61,3864,6.4,6.36,3.8,3.587037117743456,154.67520000000002,FALSE
1.19,Ideal,H,I1,60.3,57,3864,6.93,6.83,4.15,3.587037117743456,196.42738500000002,FALSE
0.92,Premium,F,SI2,59.3,61,3864,6.36,6.29,3.75,3.587037117743456,150.0165,FALSE
1.5,Good,F,I1,63.7,59,3864,7.29,7.18,4.62,3.587037117743456,241.820964,FALSE
1.17,Good,D,SI2,57.4,59,3866,7.02,6.95,4.01,3.5872618496925344,195.64389,FALSE
0.9,Ideal,I,VS1,62.9,58,3867,6.13,6.18,3.87,3.5873741720730656,146.608758,FALSE
0.9,Ideal,I,VS1,62.4,56,3867,6.14,6.19,3.85,3.5873741720730656,146.32541,FALSE
0.9,Very Good,E,SI1,62.3,61,3868,6.12,6.17,3.83,3.587486465410964,144.622332,FALSE
1.01,Fair,H,SI1,64.5,59,3869,6.27,6.23,4.03,3.587598729721245,157.420263,FALSE
1.01,Premium,H,SI1,62.1,57,3869,6.47,6.37,3.99,3.587598729721245,164.443461,FALSE
0.85,Very Good,E,VS2,60.2,60,3871,6.09,6.14,3.68,3.5878231713189552,137.60476799999998,FALSE
1.2,Premium,E,I1,62.3,60,3871,6.78,6.71,4.2,3.5878231713189552,191.07396,FALSE
1.01,Good,G,SI1,62.2,65,3871,6.34,6.3,3.93,3.5878231713189552,156.97206,FALSE
0.96,Ideal,G,SI2,62.1,57,3871,6.32,6.27,3.91,3.5878231713189552,154.939224,FALSE
0.9,Ideal,D,SI2,62.3,57,3871,6.17,6.23,3.86,3.5878231713189552,148.37492600000002,FALSE
0.96,Good,F,VS2,63.7,54,3871,6.24,6.19,3.96,3.5878231713189552,152.957376,FALSE
1.01,Fair,D,SI2,64.7,57,3871,6.31,6.27,4.07,3.5878231713189552,161.024259,FALSE
0.9,Very Good,I,VVS1,63.4,57,3872,6.09,6.12,3.87,3.587935348636356,144.237996,FALSE
1.1,Ideal,E,I1,61.9,56,3872,6.59,6.63,4.09,3.587935348636356,178.699053,FALSE
0.74,Very Good,E,VS1,62.1,53.4,3872,5.8,5.82,3.61,3.587935348636356,121.85916,FALSE
0.9,Very Good,E,SI2,59.4,58,3872,6.31,6.35,3.76,3.587935348636356,150.65755999999996,FALSE
1.12,Ideal,G,I1,60.3,57,3874,6.73,6.8,4.08,3.588159616383092,186.71712000000002,FALSE
1.01,Premium,I,SI2,61.1,58,3874,6.5,6.46,3.96,3.588159616383092,166.28040000000001,FALSE
1,Good,H,SI2,63.2,59,3874,6.24,6.29,3.96,3.588159616383092,155.428416,FALSE
0.96,Premium,I,VS2,60.6,60,3876,6.4,6.47,3.9,3.5883837683787276,161.4912,FALSE
0.91,Very Good,E,SI2,62.8,59,3876,6.1,6.16,3.85,3.5883837683787276,144.6676,FALSE
1.03,Fair,E,SI2,65.3,59,3876,6.3,6.25,4.1,3.5883837683787276,161.4375,FALSE
1.03,Premium,E,SI2,61.7,61,3876,6.49,6.45,3.99,3.5883837683787276,167.02339500000002,FALSE
0.9,Very Good,H,VS2,61.6,63,3878,6.1,6.14,3.77,3.5886078047426864,141.20157999999998,FALSE
0.9,Very Good,H,VS2,63,61,3878,6.05,6.14,3.84,3.5886078047426864,142.64448,FALSE
0.9,Very Good,H,VS2,62.8,58,3878,6.13,6.17,3.86,3.5886078047426864,145.993306,FALSE
1,Good,H,SI2,63.9,55,3878,6.25,6.33,4.02,3.5886078047426864,159.04125,FALSE
1,Good,I,SI1,60.5,57,3878,6.4,6.46,3.89,3.5886078047426864,160.82816,FALSE
0.91,Very Good,F,SI1,60.1,58,3879,6.3,6.35,3.8,3.5887197796000563,152.01899999999998,FALSE
1.02,Very Good,J,SI1,63.1,60,3879,6.35,6.4,4.02,3.5887197796000563,163.37279999999998,FALSE
0.75,Ideal,G,VVS2,62.2,56,3879,5.78,5.82,3.61,3.5887197796000563,121.438956,FALSE
0.9,Premium,G,SI1,61,60,3879,6.17,6.12,3.75,3.5887197796000563,141.6015,FALSE
0.9,Premium,G,SI1,60.2,59,3879,6.27,6.23,3.76,3.5887197796000563,146.873496,FALSE
0.9,Very Good,I,VS1,62,61,3880,6.12,6.18,3.81,3.5888317255942073,144.100296,FALSE
0.9,Good,D,SI1,62.4,63,3880,6.04,6.13,3.8,3.5888317255942073,140.69575999999998,FALSE
0.9,Very Good,D,SI1,62.1,60,3880,6.14,6.2,3.83,3.5888317255942073,145.80043999999998,FALSE
0.9,Very Good,D,SI1,61.6,54,3880,6.18,6.25,3.83,3.5888317255942073,147.93375,FALSE
0.93,Very Good,D,SI1,60.8,60,3880,6.24,6.3,3.81,3.5888317255942073,149.77872,FALSE
1.2,Very Good,J,SI2,59.6,62,3880,6.9,6.95,4.13,3.5888317255942073,198.05415000000002,FALSE
1,Good,E,SI2,63.3,56,3880,6.3,6.36,4.01,3.5888317255942073,160.67267999999999,FALSE
0.82,Ideal,G,VS1,61.9,54,3880,5.99,6.03,3.72,3.5888317255942073,134.365284,FALSE
0.73,Ideal,F,IF,61.2,55,3880,5.86,5.8,3.57,3.5888317255942073,121.33716,FALSE
1.26,Fair,H,SI2,64.9,60,3881,6.7,6.62,4.32,3.588943642740015,191.60928,FALSE
0.9,Premium,F,SI1,62.5,62,3881,6.11,6.08,3.81,3.588943642740015,141.53692800000002,FALSE
0.9,Premium,F,SI1,62.6,60,3881,6.14,6.1,3.83,3.588943642740015,143.44881999999998,FALSE
0.9,Very Good,F,SI1,63.2,61,3881,6.13,6.09,3.86,3.588943642740015,144.100362,FALSE
0.9,Very Good,F,SI1,63.1,58,3881,6.18,6.12,3.88,3.588943642740015,146.747808,FALSE
1.05,Good,J,VS1,57.8,64,3881,6.74,6.67,3.88,3.588943642740015,174.428504,FALSE
